DATE,IMPCH
1998-10-01,7377.7
1998-11-01,6374.1
1998-12-01,5322.1
1999-01-01,5654.0
1999-02-01,5563.1
1999-03-01,5204.0
1999-04-01,5818.9
1999-05-01,6363.1
1999-06-01,7117.4
1999-07-01,7405.7
1999-08-01,8022.1
1999-09-01,8198.2
1999-10-01,8207.9
1999-11-01,7543.5
1999-12-01,6690.3
2000-01-01,6902.1
2000-02-01,6584.4
2000-03-01,6424.1
2000-04-01,7070.5
2000-05-01,7850.2
2000-06-01,8541.7
2000-07-01,9246.4
2000-08-01,10054.0
2000-09-01,10061.7
2000-10-01,10611.6
2000-11-01,9066.8
2000-12-01,7604.7
2001-01-01,8427.5
2001-02-01,6375.6
2001-03-01,7590.2
2001-04-01,7686.8
2001-05-01,7757.9
2001-06-01,8398.2
2001-07-01,8975.3
2001-08-01,10042.9
2001-09-01,9927.8
2001-10-01,10808.3
2001-11-01,8878.8
2001-12-01,7409.1
2002-01-01,8415.4
2002-02-01,8020.8
2002-03-01,7259.0
2002-04-01,9097.6
2002-05-01,9846.9
2002-06-01,10727.2
2002-07-01,11213.2
2002-08-01,12671.4
2002-09-01,12291.5
2002-10-01,11455.0
2002-11-01,12569.6
2002-12-01,11625.0
2003-01-01,11403.497575
2003-02-01,9629.62711
2003-03-01,10110.044562
2003-04-01,11521.852382
2003-05-01,11884.701493
2003-06-01,12127.301429
2003-07-01,13438.63509
2003-08-01,13764.867008
2003-09-01,14747.525418
2003-10-01,16458.317607
2003-11-01,14156.947961
2003-12-01,13192.779263
2004-01-01,14089.015496
2004-02-01,11267.147675
2004-03-01,13800.119971
2004-04-01,14744.78415
2004-05-01,15067.110923
2004-06-01,16887.762591
2004-07-01,17562.099879
2004-08-01,18067.867052
2004-09-01,18386.945745
2004-10-01,19718.157481
2004-11-01,19678.992143
2004-12-01,17412.030829
2005-01-01,17885.84061
2005-02-01,16937.594812
2005-03-01,16184.944952
2005-04-01,18148.45816
2005-05-01,19053.18688
2005-06-01,20976.701857
2005-07-01,21272.66946
2005-08-01,22421.292348
2005-09-01,23294.481679
2005-10-01,24382.852726
2005-11-01,22426.128316
2005-12-01,20485.952995
2006-01-01,21382.505907
2006-02-01,17905.353467
2006-03-01,20531.25833
2006-04-01,21459.069933
2006-05-01,22317.635131
2006-06-01,23989.699396
2006-07-01,24632.010765
2006-08-01,26713.335235
2006-09-01,27570.617915
2006-10-01,29388.601739
2006-11-01,27775.079221
2006-12-01,24109.185573
2007-01-01,25640.562672
2007-02-01,23038.880362
2007-03-01,22723.044235
2007-04-01,24241.522773
2007-05-01,25290.574442
2007-06-01,27070.961198
2007-07-01,28601.170814
2007-08-01,28424.501435
2007-09-01,29418.96253
2007-10-01,31555.406402
2007-11-01,29780.718791
2007-12-01,25656.56128
2008-01-01,26193.032145
2008-02-01,24095.886455
2008-03-01,22440.24177
2008-04-01,25951.666996
2008-05-01,27634.532443
2008-06-01,27930.640534
2008-07-01,31247.270669
2008-08-01,31823.697889
2008-09-01,33078.730631
2008-10-01,34032.388283
2008-11-01,28265.02503
2008-12-01,25079.514978
2009-01-01,24743.457402
2009-02-01,18845.49521
2009-03-01,21224.713513
2009-04-01,21920.595248
2009-05-01,22734.147846
2009-06-01,23972.774237
2009-07-01,25671.084409
2009-08-01,25798.119656
2009-09-01,27893.916592
2009-10-01,29557.782865
2009-11-01,27541.720775
2009-12-01,26470.075735
2010-01-01,25215.919006
2010-02-01,23342.777514
2010-03-01,24292.213197
2010-04-01,25920.188141
2010-05-01,29052.438345
2010-06-01,32843.100035
2010-07-01,33266.833594
2010-08-01,35375.288431
2010-09-01,35196.698854
2010-10-01,35083.299437
2010-11-01,34564.293893
2010-12-01,30799.583148
2011-01-01,31377.353746
2011-02-01,27244.735813
2011-03-01,27599.666857
2011-04-01,29580.282706
2011-05-01,32788.071613
2011-06-01,34374.830793
2011-07-01,35152.243254
2011-08-01,37374.136523
2011-09-01,36418.64286
2011-10-01,37824.071703
2011-11-01,36764.911636
2011-12-01,32872.285127
2012-01-01,34417.54042
2012-02-01,28105.186419
2012-03-01,31431.348931
2012-04-01,33016.253834
2012-05-01,34937.829923
2012-06-01,35949.359451
2012-07-01,37930.755206
2012-08-01,37280.629144
2012-09-01,37891.823059
2012-10-01,40257.083524
2012-11-01,39543.693182
2012-12-01,34857.579544
2013-01-01,37193.658803
2013-02-01,32742.677585
2013-03-01,27294.067203
2013-04-01,33131.926306
2013-05-01,36617.62364
2013-06-01,35885.978832
2013-07-01,38800.430628
2013-08-01,39161.299515
2013-09-01,40144.392508
2013-10-01,41845.472131
2013-11-01,40112.279565
2013-12-01,37500.212876
2014-01-01,38377.19956
2014-02-01,30700.352329
2014-03-01,31420.875281
2014-04-01,36450.218795
2014-05-01,38188.13577
2014-06-01,39607.118661
2014-07-01,40319.618346
2014-08-01,40093.817085
2014-09-01,45102.77541
2014-10-01,45335.351722
2014-11-01,42483.529438
2014-12-01,40395.902459
2015-01-01,38589.696731
2015-02-01,31563.988155
2015-03-01,41136.91753
2015-04-01,36121.394467
2015-05-01,39082.029905
2015-06-01,41453.839795
2015-07-01,41215.078176
2015-08-01,44138.055272
2015-09-01,45724.951242
2015-10-01,44309.93252
2015-11-01,41884.774152
2015-12-01,37980.997419
2016-01-01,37126.43412
2016-02-01,36066.892525
2016-03-01,29812.326908
2016-04-01,32920.204539
2016-05-01,37513.726589
2016-06-01,38539.190214
2016-07-01,39438.857738
2016-08-01,43221.774205
2016-09-01,42020.928547
2016-10-01,43798.098424
2016-11-01,42602.631733
2016-12-01,39358.926061
2017-01-01,41335.553396
2017-02-01,32784.957412
2017-03-01,34161.993661
2017-04-01,37441.870879
2017-05-01,41756.844722
2017-06-01,42258.078621
2017-07-01,43561.110857
2017-08-01,45782.311949
2017-09-01,45405.051275
2017-10-01,48133.149629
2017-11-01,48104.793415
2017-12-01,44439.382241
2018-01-01,45681.310362
2018-02-01,38956.173961
2018-03-01,38273.829291
2018-04-01,38227.767574
2018-05-01,43866.578304
2018-06-01,44524.005052
2018-07-01,47009.750007
2018-08-01,47796.194112
2018-09-01,49938.049895
2018-10-01,52081.070497
2018-11-01,46344.570969
2018-12-01,45814.858502
2019-01-01,41302.50818
2019-02-01,33027.758098
2019-03-01,31078.662933
2019-04-01,34499.454932
2019-05-01,39023.881706
2019-06-01,38732.97518
2019-07-01,41237.166159
2019-08-01,40955.642945
2019-09-01,39866.673154
2019-10-01,39794.889454
2019-11-01,36172.914882
2019-12-01,33418.149084
2020-01-01,32952.352592
2020-02-01,22581.562737
2020-03-01,19641.297588
2020-04-01,30740.324985
2020-05-01,36323.554668
2020-06-01,37293.395274
2020-07-01,40482.286314
2020-08-01,40613.399267
2020-09-01,41017.169756
2020-10-01,44672.409615
2020-11-01,44731.676555
2020-12-01,41633.922784
2021-01-01,38870.041824
2021-02-01,33871.464004
2021-03-01,39988.426519
2021-04-01,37408.536229
2021-05-01,38507.660086
2021-06-01,39819.353721
2021-07-01,40315.751733
2021-08-01,42896.454582
2021-09-01,47384.883751
2021-10-01,47986.674412
2021-11-01,48360.676273
2021-12-01,49525.453032
2022-01-01,47846.865938
2022-02-01,42259.975985
2022-03-01,47373.521578
2022-04-01,41772.201093
2022-05-01,43864.418558
2022-06-01,48625.3061
2022-07-01,46664.149308
2022-08-01,50348.836582
2022-09-01,49247.891499
